,id,title,description,year,overview,genres,desc02,img_link
10,9087,The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.Why can't the most powerful man in the world have the one thing he wants most?",1995,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.","['Comedy', 'Drama', 'Romance']",widowed us president andrew shepherd one of the worlds most powerful men can have anything he wants  and what he covets most is sydney ellen wade a washington lobbyist but shepherds attempts at courting her spark wild rumors and decimate his approval ratingswhy cant the most powerful man in the world have the one thing he wants most,https://www.themoviedb.org/movie/9087
11,12110,Dracula: Dead and Loving It,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count.",1995,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count.","['Comedy', 'Horror']",when a lawyer shows up at the vampires doorstep he falls prey to his charms and joins him in his search for fresh blood enter dr van helsing who may be the only one able to vanquish the count,https://www.themoviedb.org/movie/12110
12,21032,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.Part Dog. Part Wolf. All Hero.",1995,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.","['Family', 'Animation', 'Adventure']",an outcast halfwolf risks his life to prevent a deadly epidemic from ravaging nome alaskapart dog part wolf all hero,https://www.themoviedb.org/movie/21032
13,10858,Nixon,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",1995,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.","['History', 'Drama']",an allstar cast powers this epic look at american president richard m nixon a man carrying the fate of the world on his shoulders while battling the selfdestructive demands within spanning his troubled boyhood in california to the shocking watergate scandal that would end his presidencytriumphant in victory bitter in defeat he changed the world but lost a nation,https://www.themoviedb.org/movie/10858
14,1408,Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!",1995,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.","['Action', 'Adventure']",morgan adams and her slave william shaw are on a quest to recover the three portions of a treasure map unfortunately the final portion is held by her murderous uncle dawg her crew is skeptical of her leadership abilities so she must complete her quest before they mutiny against her this is made yet more difficult by the efforts of the british crown to end her pirate raidsthe course has been set there is no turning back prepare your weapons summon your courage discover the adventure of a lifetime,https://www.themoviedb.org/movie/1408
15,524,Casino,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.No one stays at the top forever.,1995,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,"['Drama', 'Crime']",the life of the gambling paradise – las vegas – and its dark mafia underbellyno one stays at the top forever,https://www.themoviedb.org/movie/524
16,4584,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.Lose your heart and come to your senses.",1995,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.","['Drama', 'Romance']",rich mr dashwood dies leaving his second wife and her daughters poor by the rules of inheritance two daughters are the titular oppositeslose your heart and come to your senses,https://www.themoviedb.org/movie/4584
17,5,Four Rooms,"It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",1995,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,"['Crime', 'Comedy']",its ted the bellhops first night on the joband the hotels very unusual guests are about to place him in some outrageous predicaments it seems that this evenings room service is serving up one unbelievable happening after anothertwelve outrageous guests four scandalous requests and one lone bellhop in his first day on the job whos in for the wildest new years eve of his life,https://www.themoviedb.org/movie/5
18,9273,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.New animals. New adventures. Same hair.",1995,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.","['Crime', 'Comedy', 'Adventure']",summoned from an ashram in tibet ace finds himself on a perilous journey into the jungles of africa to find shikaka the missing sacred animal of the friendly wachati tribe he must accomplish this before the wedding of the wachatis princess to the prince of the warrior wachootoos if ace fails the result will be a vicious tribal warnew animals new adventures same hair,https://www.themoviedb.org/movie/9273
19,11517,Money Train,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.Get on, or GET OUT THE WAY!",1995,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.","['Action', 'Comedy', 'Crime']",a vengeful new york transit cop decides to steal a trainload of subway fares his foster brother a fellow cop tries to protect himget on or get out the way,https://www.themoviedb.org/movie/11517
20,8012,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.The mob is tough, but it’s nothing like show business.",1995,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","['Comedy', 'Thriller', 'Crime']",chili palmer is a miami mobster who gets sent by his boss the psychopathic bones barboni to collect a bad debt from harry zimm a hollywood producer who specializes in cheesy horror films when chili meets harrys leading lady the romantic sparks fly after pitching his own life story as a movie idea chili learns that being a mobster and being a hollywood producer really arent all that differentthe mob is tough but it’s nothing like show business,https://www.themoviedb.org/movie/8012
21,1710,Copycat,"An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",1995,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"['Drama', 'Thriller']",an agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the pastone man is copying the most notorious killers in history one at a time together two women must stop him from killing again or theyre next,https://www.themoviedb.org/movie/1710
22,9691,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.In the shadows of life, In the business of death, One man found a reason to live...",1995,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","['Action', 'Adventure', 'Crime', 'Thriller']",assassin robert rath arrives at a funeral to kill a prominent mobster only to witness a rival hired gun complete the job for him  with grisly results horrified by the murder of innocent bystanders rath decides to take one last job and then return to civilian life but finding his way out of the world of contract killing grows ever more dangerous as rath falls for his female target and becomes a marked man himselfin the shadows of life in the business of death one man found a reason to live,https://www.themoviedb.org/movie/9691
23,12665,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.An extraordinary encounter with another human being.",1995,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.","['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",harassed by classmates who wont accept his shocking appearance a shy young man known as powder struggles to fit in but the cruel taunts stop when powder displays a mysterious power that allows him to do incredible things this phenomenon changes the lives of all those around him in ways they never could have imaginedan extraordinary encounter with another human being,https://www.themoviedb.org/movie/12665
24,451,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.I Love You... The Way You Are.",1995,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","['Drama', 'Romance']",ben sanderson an alcoholic hollywood screenwriter who lost everything because of his drinking arrives in las vegas to drink himself to death there he meets and forms an uneasy friendship and noninterference pact with prostitute serai love you the way you are,https://www.themoviedb.org/movie/451
25,16420,Othello,"The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.Envy, greed, jealousy and love.",1995,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,['Drama'],the evil iago pretends to be friend of othello in order to manipulate him to serve his own end in the film version of this shakespeare classicenvy greed jealousy and love,https://www.themoviedb.org/movie/16420
26,9263,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.In every woman there is the girl she left behind.",1995,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.","['Comedy', 'Drama', 'Family']",waxing nostalgic about the bittersweet passage from childhood to puberty in this tender comingofage tale four childhood girlfriends  teeny chrissy samantha and roberta  recall the magical summer of  during their walk down memory lane they reconcile experiences with boys secrets bullies and morein every woman there is the girl she left behind,https://www.themoviedb.org/movie/9263
27,17015,Persuasion,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.",1995,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.","['Drama', 'Romance']",this film adaptation of jane austens last novel follows anne elliot the daughter of a financially troubled aristocratic family who is persuaded to break her engagement to frederick wentworth a young sea captain of meager means years later money troubles force annes father to rent out the family estate to admiral croft and anne is again thrown into company with frederick  who is now rich successful and perhaps still in love with anne,https://www.themoviedb.org/movie/17015
28,902,The City of Lost Children,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.Where happily ever after is just a dream.",1995,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.","['Fantasy', 'Science Fiction', 'Adventure']",a scientist in a surrealist society kidnaps children to steal their dreams hoping that they slow his aging processwhere happily ever after is just a dream,https://www.themoviedb.org/movie/902
29,37557,Shanghai Triad,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.In 1930's Shanghai violence was not the problem. It was the solution.,1995,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,"['Drama', 'Crime']",a provincial boy related to a shanghai crime family is recruited by his uncle into cosmopolitan shanghai in the  to be a servant to a ganglords mistressin  shanghai violence was not the problem it was the solution,https://www.themoviedb.org/movie/37557
30,9909,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.She broke the rules... and changed their lives.",1995,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.","['Drama', 'Crime']",former marine louanne johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious innercity high school after having a terrible first day she decides she must throw decorum to the wind when johnson returns to the classroom she does so armed with a nononsense attitude informed by her military training and a fearless determination to better the lives of her students  no matter what the costshe broke the rules and changed their lives,https://www.themoviedb.org/movie/9909
31,63,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.The future is history.",1995,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.","['Science Fiction', 'Thriller', 'Mystery']",in the year  convict james cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earths population and forced the survivors into underground communities but when cole is mistakenly sent to  instead of  hes arrested and locked up in a mental hospital there he meets psychiatrist dr kathryn railly and patient jeffrey goines the son of a famous virus expert who may hold the key to the mysterious rogue group the army of the  monkeys thought to be responsible for unleashing the killer diseasethe future is history,https://www.themoviedb.org/movie/63
33,9598,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.A little pig goes a long way.",1995,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.","['Fantasy', 'Drama', 'Comedy', 'Family']",babe is a little pig who doesnt quite know his place in the world with a bunch of odd friends like ferdinand the duck who thinks he is a rooster and fly the dog he calls mom babe realizes that he has the makings to become the greatest sheep pig of all time and farmer hogget knows it with the help of the sheep dogs babe learns that a pig can be anything that he wants to bea little pig goes a long way,https://www.themoviedb.org/movie/9598
34,47018,Carrington,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.A Love so Unusual it has to be True",1995,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.","['History', 'Drama', 'Romance']",the story of the relationship between painter dora carrington and author lytton strachey in a world war one england of cottages and countryside although platonic due to stracheys homosexuality the relationship was nevertheless a deep and complicated one when carrington did develop a more physical relationship with soldier ralph partridge strachey was able to welcome him as a friend although partridge remained somewhat uneasy not so much with stracheys lifestyle and sexual orientation as with the fact that he was a conscientious objectora love so unusual it has to be true,https://www.themoviedb.org/movie/47018
35,687,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,1995,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,['Drama'],a justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution susan sarandon won an oscar for best female actress for her convincing portrayal of sister helen prejean,https://www.themoviedb.org/movie/687
36,139405,Across the Sea of Time,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",1995,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.","['Adventure', 'History', 'Drama', 'Family']",a young russian boy thomas minton travels to new york as a passenger on a russian freighter close to ellis island he gets off and thus starts his journey to america the same way as all immigrants in former times thomas is searching for the family of one of his ancestors who had emigrated decades ago but once sent a letter home together with a sample of his new profession  the boy follows his relatives traces by counterchecking the old  of new york using an antique viewer with the same places and how they look today this way the audience gets to see the big apple in former times as well as today,https://www.themoviedb.org/movie/139405
